name,description,image,release_date,popularity,tags
Mission: Impossible – Rogue Nation,|Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.|,/z2sJd1OvAGZLxgjBdSnQoLCfn3M.jpg,2015-07-31,14.954543,Action,Adventure,Thriller
The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,/cWERd8rgbw7bCMZlwP207HUXxym.jpg,2014-11-20,14.746045,Science Fiction,Adventure,Thriller
Maze Runner: The Scorch Trials,|Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.|,/vlTPQANjLYTebzFJM1G4KeON0cb.jpg,2015-09-18,14.462003,Thriller,Action,Science Fiction
The Man from U.N.C.L.E.,|At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.|,/5ttOaThDVmTpV8iragbrhdfxEep.jpg,2015-08-14,13.636052,Comedy,Action,Adventure
The Maze Runner,|Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow "runners" for a shot at escape.|,/coss7RgL0NH6g4fC2s5atvf3dFO.jpg,2014-09-19,13.353,Action,Mystery,Science Fiction,Thriller
The Hobbit: The Battle of the Five Armies,|Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.|,/vgAHvS0bT3fpcpnJqT6uDTUsHTo.jpg,2014-12-17,13.182311,Adventure,Fantasy
Inside Out,|Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.|,/aAmfIX3TT40zUHGcCKrlOZRKC7u.jpg,2015-06-19,13.148835,Comedy,Animation,Family
Eddie Izzard: Glorious,|Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations. Along the way, we learn of the search for a career, bad giraffes, Prince Philip's gaffes, toilets in French campsites, the mysteries of hopscotch, becoming one's Dad and tranny bashing.|,/ub8d4LNtfwfibUclk89KDNQJx5k.jpg,1997-11-17,12.658656,Comedy,Documentary
Tomorrowland,|Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as "Tomorrowland."|,/69Cz9VNQZy39fUE2g0Ggth6SBTM.jpg,2015-05-22,12.25102,Fantasy,Science Fiction,Mystery,Action,Adventure
Guardians of the Galaxy,|Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.|,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,2014-08-01,11.791495,Science Fiction,Fantasy,Adventure
Avengers: Age of Ultron,|When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.|,/t90Y3G8UGQp0f0DrP60wRu9gfrH.jpg,2015-05-01,11.18088,Action
Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,/ktyVmIqfoaJ8w0gDSZyjhhOPpD6.jpg,2015-07-24,10.899529,Action,Comedy,Science Fiction
San Andreas,|In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.|,/qey0tdcOp9kCDdEZuJ87yE3crSe.jpg,2015-05-29,10.893635,Action,Drama,Thriller
The Martian,|During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.|,/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg,2015-10-02,10.075797,Drama,Adventure,Science Fiction
Creed,|The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.|,/xSE4NBFDzqedwa4AIj99r1Z7ljF.jpg,2015-11-25,9.917587,Drama
Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg,1977-05-25,9.889151,Adventure,Action,Science Fiction
Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,/5MUyULSD4syaMQFcfPABqopAO4e.jpg,2015-07-10,9.680002,Mystery,Thriller,Science Fiction
In the Heart of the Sea,|In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby-Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.|,/uekIGnzTACciWrfR7jOuof7xHgR.jpg,2015-12-03,9.611389,Adventure,Drama,Action
Big Hero 6,|The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.|,/3zQvuSAUdC3mrx9vnSEpkFX0968.jpg,2014-11-07,9.517981,Adventure,Family,Animation,Action,Comedy
The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,/xxOKDTQbQo7h1h7TyrQIW7u8KcJ.jpg,2013-06-07,9.474166,Comedy
The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,/2ZckiMTfSkCep2JTtZbr73tnQbN.jpg,2015-11-26,9.426921,Fantasy,Animation,Comedy,Family,Adventure
Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,/aBBQSC8ZECGn6Wh92gKDOakSC8p.jpg,2015-03-20,9.172602,Adventure
The Rescuers Down Under,|A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.|,/vweXLAZP6E55EaMeedndhBdXQGu.jpg,1990-11-16,9.117594,Adventure,Fantasy,Animation,Crime
Birdman,|A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.|,/rSZs93P0LLxqlVEbI001UKoeCQC.jpg,2014-10-17,9.024981,Drama,Comedy
Taken 3,|Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.|,/ikDwR3i2bczqnRf1urJTy77YTFf.jpg,2015-01-09,8.882887,Crime,Action,Thriller
Nightcrawler,|A driven young man (Gyllenhaal) stumbles upon the underground world of L.A. freelance crime journalism.  When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.|,/fukWJhLISH7f6cnYSdgb0JrSP2Q.jpg,2014-10-31,8.631186,Crime,Drama,Thriller
Fury,|Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called "Fury" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.|,/fIHF63oznk2PXlYM6pPfhnOB3SD.jpg,2014-10-17,8.556173,War,Drama,Action
Chappie,|Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.|,/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg,2015-03-06,8.486553,Action,Science Fiction,Thriller
Kingsman: The Secret Service,Kingsman: The Secret Service tells the story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,/8x7ej0LnHdKUqilNNJXYOeyB6L9.jpg,2015-01-13,8.24228,Crime,Comedy,Action,Adventure
The Imitation Game,|Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.|,/noUp0XOqIcmgefRnRZa1nhtRvWO.jpg,2014-11-14,8.231849,History,Drama,Thriller,War
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,/dCgm7efXDmiABSdWDHBDBx2jwmn.jpg,2015-04-03,8.193568,Action,Adventure,Crime,Romance,Thriller
Gone Girl,|With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.|,/gdiLTof3rbPDAmPaCf4g6op46bj.jpg,2014-10-03,7.800553,Mystery,Thriller,Drama
Trainwreck,|Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.|,/e5jbaEiWYHtstuHPHl3lGPoRs4c.jpg,2015-07-17,7.800165,Romance,Comedy
Whiplash,|Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.|,/lIv1QinFqz4dlp5U4lQ6HaiskOZ.jpg,2014-10-10,7.775979,Music,Drama
Ex Machina,|Caleb, a 24 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.|,/btbRB7BrD887j5NrvjxceRDmaot.jpg,2015-01-21,7.477159,Drama,Science Fiction
Southpaw,|Billy "The Great" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.|,/z3nGs7UED9XlqUkgWeT4jQ80m1N.jpg,2015-07-24,7.369882,Action,Drama,Thriller
John Wick,|After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.|,/5vHssUeVe25bMrof1HyaPyWgaP.jpg,2014-10-24,7.17196,Action,Thriller
The Transporter Refueled,|The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin (Skrein) is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna (Chabanol) and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.|,/zW7oC3tucYLzu77xNbPbYjXUN4o.jpg,2015-09-04,6.906276,Thriller,Action,Crime
Mission: Impossible II,|With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.|,/3XcpeZeSHlDjdPFTWyCvDM1bL6z.jpg,2000-05-23,6.758224,Adventure,Action,Thriller
The Hunger Games: Catching Fire,|Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a "Victor's Tour" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.|,/tAhSyLxpaZJCr1oc2a3flvC2B7x.jpg,2013-11-22,6.750647,Science Fiction,Thriller,Action,Adventure
Hotel Transylvania 2,|When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.|,/t4PLWexbe4wbNydCOBv18cYexup.jpg,2015-09-25,6.690578,Comedy,Animation
Jupiter Ascending,|In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…|,/aMEsvTUklw0uZ3gk3Q6lAj6302a.jpg,2015-02-04,6.667325,Science Fiction,Fantasy,Action,Adventure
Star Wars: Episode V - The Empire Strikes Back,|The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.|,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,1980-05-17,6.638534,Adventure,Action,Science Fiction
The Dark Knight,|Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.|,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,2008-07-18,6.573189,Drama,Action,Crime,Thriller
The Amazing Spider-Man 2,|For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.|,/mUjWof8LHDgCZC9mFp0UYKBf1Dm.jpg,2014-05-02,6.57268,Action,Adventure,Fantasy
Krampus,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,/27SiV4EBHcTBMz4IKANjhX5iIoX.jpg,2015-12-04,6.360738,Horror,Comedy,Fantasy
Captain America: The Winter Soldier,|After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.|,/5TQ6YDmymBpnF005OyoB7ohZps9.jpg,2014-04-04,6.280885,Action,Adventure,Science Fiction
Thor: The Dark World,|Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.|,/6t3KOEUtrIPmmtu1czzt6p2XxJy.jpg,2013-11-08,6.226369,Action,Adventure,Fantasy
The Avengers,|When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!|,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,2012-05-04,6.155882,Science Fiction,Action,Adventure
Everest,|Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, "Everest" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.|,/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg,2015-09-17,6.145617,Thriller,Adventure,Drama
Bridge of Spies,An American lawyer is recruited by the CIA during the Cold War to help rescue a pilot detained in the Soviet Union.,/AcuW0ITY1WElLzIoiA6PpPCsGwm.jpg,2015-10-16,5.966306,Thriller,Drama
X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,/qKkFk9HELmABpcPoc1HHZGIxQ5a.jpg,2014-05-23,5.938226,Action,Adventure,Fantasy,Science Fiction
Dracula Untold,|Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.|,/4oy4e0DP6LRwRszfx8NY8EYBj8V.jpg,2014-10-03,5.899659,Horror,Action,Drama,Fantasy,War
It Follows,|For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But after a seemingly innocent physical encounter, she finds herself plagued by strange visions and the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horrors that seem to be only a few steps behind.|,/4MrwJZr0R9LbyOgZqwLNmtzzxbu.jpg,2015-03-13,5.878498,Thriller,Horror
Cinderella,|When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.|,/2i0JH5WqYFqki7WDhUW56Sg0obh.jpg,2015-03-13,5.876853,Romance,Fantasy,Family,Drama
Terminator Salvation,|All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.|,/hxDfhavtxA2Ayx7O9BsQMcZRdG0.jpg,2009-05-20,5.836172,Drama,Action,Thriller,Science Fiction
Star Wars: Episode VI - Return of the Jedi,|As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.|,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,1983-05-25,5.836133,Adventure,Action,Science Fiction
Pitch Perfect 2,|The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.|,/qSjruLiFB4uqRtz2xheQPxG8uaB.jpg,2015-05-15,5.774893,Comedy,Music
Captain America: Civil War,|Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies|,/6vzNCyVNPkcITEMKl3oXnWm8QMs.jpg,2016-05-06,5.751122,Action,Science Fiction,Thriller
Vacation,|Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.|,/q9kL9WW0Uu4AcfTi5iCLcYzBgnm.jpg,2015-07-29,5.741739,Adventure,Comedy
Captain America: The First Avenger,|Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.|,/dlIPGXPxXQTp9kFrRzn0RsfUelx.jpg,2011-07-22,5.650983,Science Fiction,Action,Adventure
The Equalizer,|In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.|,/2eQfjqlvPAxd9aLDs8DvsKLnfed.jpg,2014-09-26,5.60748,Thriller,Action,Crime
How to Train Your Dragon 2,|The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.|,/lRjOR4uclMQijUav4OjeZprlehu.jpg,2014-06-13,5.567638,Fantasy,Action,Adventure,Animation,Comedy,Family
Star Wars: Episode I - The Phantom Menace,|Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.|,/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg,1999-05-19,5.549506,Adventure,Action,Science Fiction
Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,/oDL2ryJ0sV2bmjgshVgJb3qzvwp.jpg,2014-08-08,5.477775,Science Fiction,Action,Adventure,Fantasy,Comedy
Hitman: Agent 47,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,/4VmZeT8YkuMI6BrA623mHZDISlN.jpg,2015-08-21,5.459663,Action,Crime,Thriller
Frozen,|Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.|,/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg,2013-11-27,5.369799,Animation,Adventure,Family
Avatar,|In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.|,/tcqb9NHdw9SWs2a88KCDD4V8sVR.jpg,2009-12-18,5.335574,Action,Adventure,Fantasy,Science Fiction
